source_file,source_integration,source_integration_code,source_integration_name,source_integration_version,invoke,call_type,target_integration_code,target_version,target_integration_name,resource_uri,adapter_code,adapter_name,application_name,error
TSGT_HCM_PROJ_PERS_RATE_SCHE_P_1_01.00.0001.iar.yaml,"TSGT_HCM_PROJ_PERS_RATE_SCHE_P_1
01.00.0001",TSGT_HCM_PROJ_PERS_RATE_SCHE_P_1,TSGT HCM Project Person Rate Schedule PPM OPS,01.00.0001,ImportProjectRateSchERPCloud(i1),Adapter_Invoke,,,,,TSGTERPCLOUD_CONN,TSGTErpCloud_Conn,ImportProjectRateSchERPCloud,
TSGT_HCM_PROJ_PERS_RATE_SCHE_P_1_01.00.0001.iar.yaml,"TSGT_HCM_PROJ_PERS_RATE_SCHE_P_1
01.00.0001",TSGT_HCM_PROJ_PERS_RATE_SCHE_P_1,TSGT HCM Project Person Rate Schedule PPM OPS,01.00.0001,Invoke_Report(i0),Adapter_Invoke,,,,,TSGTSOAPERPBIP_CONN,TSGTSoapErpBip_Conn,Invoke_Report,
TSGT_HCM_PROJ_PERS_RATE_SCHE_P_2_01.00.0001.iar.yaml,"TSGT_HCM_PROJ_PERS_RATE_SCHE_P_2
01.00.0001",TSGT_HCM_PROJ_PERS_RATE_SCHE_P_2,TSGT HCM Project Person Rate Schedule PPM Mining,01.00.0001,ImportProjectRateSchERPCloud(i1),Adapter_Invoke,,,,,TSGTERPCLOUD_CONN,TSGTErpCloud_Conn,ImportProjectRateSchERPCloud,
TSGT_HCM_PROJ_PERS_RATE_SCHE_P_2_01.00.0001.iar.yaml,"TSGT_HCM_PROJ_PERS_RATE_SCHE_P_2
01.00.0001",TSGT_HCM_PROJ_PERS_RATE_SCHE_P_2,TSGT HCM Project Person Rate Schedule PPM Mining,01.00.0001,Invoke_Report(i0),Adapter_Invoke,,,,,TSGTSOAPERPBIP_CONN,TSGTSoapErpBip_Conn,Invoke_Report,
TSGT_MIGRAT_WACS_PURCHA_ORDER_01.00.0002.iar.yaml,"TSGT_MIGRAT_WACS_PURCHA_ORDER
01.00.0002",TSGT_MIGRAT_WACS_PURCHA_ORDER,TSGT Migrated WACS Purchase Order,01.00.0002,WACS_PO_Sync(i1),Adapter_Invoke,,,,,OUTL-BRT-SOAP-WACS_WACSOFSC,Oracle Utilities SOAP WACS for WACS-OFSC,WACS_PO_Sync,
TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN_01.22.3003.iar.yaml,"TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN
01.22.3003",TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN,TSGT Oracle Utilities ERPPIM WACS Item InitialSync,01.22.3003,GetFileInUCM(i0),Adapter_Invoke,,,,,OUTL-BRT-SOAP-UCM_GS_WACSERPPIM,Oracle Utilities SOAP UCM Gen Svc for WACS-ERPPIM,GetFileInUCM,
TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN_01.22.3003.iar.yaml,"TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN
01.22.3003",TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN,TSGT Oracle Utilities ERPPIM WACS Item InitialSync,01.22.3003,GetUOMConversion(i2),Adapter_Invoke,,,,,OUTL-BRT-APP-ERPPIM_WACSERPPIM,Oracle Utilities ERP Cloud for WACS-ERPPIM,GetUOMConversion,
TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN_01.22.3003.iar.yaml,"TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN
01.22.3003",TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN,TSGT Oracle Utilities ERPPIM WACS Item InitialSync,01.22.3003,WACS_StockItemDetailSync(i3),Adapter_Invoke,,,,https://us-phoenix-1.utilities-cloud.oracleindustry.com:443/c2g65p/prod/wac/rest/apis/cm/general/StockItemDetail/StockItemDetail,OUTL-BRT-REST-WACS_WACSERPPIM,Oracle Utilities REST WACS for WACS-ERPPIM,WACS_StockItemDetailSync,
TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN_01.22.3003.iar.yaml,"TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN
01.22.3003",TSGT_ORAC_UTIL_ERPP_WACS_ITEM_IN,TSGT Oracle Utilities ERPPIM WACS Item InitialSync,01.22.3003,WACS_StockItemSync(i1),Adapter_Invoke,,,,https://us-phoenix-1.utilities-cloud.oracleindustry.com:443/c2g65p/prod/wac/rest/apis/asset/inventory/stockItemSync/sync,OUTL-BRT-REST-WACS_WACSERPPIM,Oracle Utilities REST WACS for WACS-ERPPIM,WACS_StockItemSync,
TSGT_ORAC_UTIL_ERPP_WACS_ITEM_UP_01.23.3001.iar.yaml,"TSGT_ORAC_UTIL_ERPP_WACS_ITEM_UP
01.23.3001",TSGT_ORAC_UTIL_ERPP_WACS_ITEM_UP,TSGT Oracle Utilities ERPPIM WACS Item Update,01.23.3001,GetUomConversion(i1),Adapter_Invoke,,,,,OUTL-BRT-APP-ERPPIM_WACSERPPIM,Oracle Utilities ERP Cloud for WACS-ERPPIM,GetUomConversion,
TSGT_ORAC_UTIL_ERPP_WACS_ITEM_UP_01.23.3001.iar.yaml,"TSGT_ORAC_UTIL_ERPP_WACS_ITEM_UP
01.23.3001",TSGT_ORAC_UTIL_ERPP_WACS_ITEM_UP,TSGT Oracle Utilities ERPPIM WACS Item Update,01.23.3001,WACS_ItemSync(i0),Adapter_Invoke,,,,https://us-phoenix-1.utilities-cloud.oracleindustry.com:443/c2g65p/prod/wac/rest/apis/asset/inventory/stockItemSync/sync,OUTL-BRT-REST-WACS_WACSERPPIM,Oracle Utilities REST WACS for WACS-ERPPIM,WACS_ItemSync,
TSGT_ORAC_UTIL_FPRC_WACS_INVO_CA_01.23.3002.iar.yaml,"TSGT_ORAC_UTIL_FPRC_WACS_INVO_CA
01.23.3002",TSGT_ORAC_UTIL_FPRC_WACS_INVO_CA,TSGT Oracle Utilities FPRC WACS Invoice Cancelled,01.23.3002,GetIinvoiceDistributionDff(i1),Adapter_Invoke,,,,,OUTL-BRT-ERPCLOUD_WACSFPRC,Oracle Utilities ERP Cloud for WACS-FPRC,GetIinvoiceDistributionDff,
