DVM,OUTL-BRT-WACS_ERPFA_OWNINGACCESSGROUP,This lookup is used to map WACS Owning Access Group with Asset Book Type Code and Asset Book Name in ERPFA.,wacs_erpfa
ERPFA_BookTypeCode,WACS_OwningAccessGroup,ERP_AssetBook
TSGT CORP BOOK,TSGT CORP BOOK,TSGT CORP BOOK
