source_file,source_integration,source_integration_code,source_integration_name,source_integration_version,invoke,call_type,target_integration_code,target_version,target_integration_name,resource_uri,adapter_code,application_name,error
FA_TAX_EPM_FTP_01.00.0001.iar.yaml,FA_TAX_EPM_FTP|01.00.0001,FA_TAX_EPM_FTP,FA_TAX_EPM_Monthly_TAX_LOAD,01.00.0001,FA_TAX_EPMrestupload(i2),Adapter_Invoke,,,,/interop/rest/11.1.2.3.600/applicationsnapshots/{file_name}/contents,ORACL_REST_EPM_CONNE_FA_TAX,FA_TAX_EPMrestupload,
FA_TAX_EPM_FTP_01.00.0001.iar.yaml,FA_TAX_EPM_FTP|01.00.0001,FA_TAX_EPM_FTP,FA_TAX_EPM_Monthly_TAX_LOAD,01.00.0001,ftp_location(i0),Adapter_Invoke,,,,,ORCL-BRT-FTP_CONN,ftp_location,
FA_TAX_EPM_LOC_CAT_LOAD_01.00.0001.iar.yaml,FA_TAX_EPM_LOC_CAT_LOAD|01.00.0001,FA_TAX_EPM_LOC_CAT_LOAD,FA_TAX_EPM_LOC-CAT_LOAD,01.00.0001,FA_TAX_EPMrestupload(i2),Adapter_Invoke,,,,/interop/rest/11.1.2.3.600/applicationsnapshots/{file_name}/contents,ORACL_REST_EPM_CONNE_FA_TAX,FA_TAX_EPMrestupload,
FA_TAX_EPM_LOC_CAT_LOAD_01.00.0001.iar.yaml,FA_TAX_EPM_LOC_CAT_LOAD|01.00.0001,FA_TAX_EPM_LOC_CAT_LOAD,FA_TAX_EPM_LOC-CAT_LOAD,01.00.0001,ftp_location(i0),Adapter_Invoke,,,,,ORCL-BRT-FTP_CONN,ftp_location,
FTP_HCM_EPM_FILE_UPLOAD_01.00.0001.iar.yaml,FTP_HCM_EPM_FILE_UPLOAD|01.00.0001,FTP_HCM_EPM_FILE_UPLOAD,FTP HCM EPM File Upload,01.00.0001,epm_rest_upload(i1),Adapter_Invoke,,,,/interop/rest/11.1.2.3.600/applicationsnapshots/{file_name}/contents,ORCL-BRT-REST-EPM_CONNECTION,epm_rest_upload,
FTP_HCM_EPM_FILE_UPLOAD_01.00.0001.iar.yaml,FTP_HCM_EPM_FILE_UPLOAD|01.00.0001,FTP_HCM_EPM_FILE_UPLOAD,FTP HCM EPM File Upload,01.00.0001,ftp_location(i0),Adapter_Invoke,,,,,ORCL-BRT-FTP_CONN,ftp_location,
FTP_HCM_EPM_FILE_UPLOA_PROJE_01.00.0001.iar.yaml,FTP_HCM_EPM_FILE_UPLOA_PROJE|01.00.0001,FTP_HCM_EPM_FILE_UPLOA_PROJE,FTP HCM EPM File Upload_Projects,01.00.0001,epm_rest_upload(i1),Adapter_Invoke,,,,/interop/rest/11.1.2.3.600/applicationsnapshots/{file_name}/contents,ORACLE_REST_EPM_CONNEC_PROJEC,epm_rest_upload,
FTP_HCM_EPM_FILE_UPLOA_PROJE_01.00.0001.iar.yaml,FTP_HCM_EPM_FILE_UPLOA_PROJE|01.00.0001,FTP_HCM_EPM_FILE_UPLOA_PROJE,FTP HCM EPM File Upload_Projects,01.00.0001,ftp_location(i0),Adapter_Invoke,,,,,ORCL-BRT-FTP_CONN,ftp_location,
FTP_PPM_EPM_FILE_UPLOAD_01.00.0001.iar.yaml,FTP_PPM_EPM_FILE_UPLOAD|01.00.0001,FTP_PPM_EPM_FILE_UPLOAD,FTP PPM EPM File Upload,01.00.0001,epm_rest_upload(i1),Adapter_Invoke,,,,/interop/rest/11.1.2.3.600/applicationsnapshots/{file_name}/contents,ORACLE_REST_EPM_CONNEC_PROJEC,epm_rest_upload,
FTP_PPM_EPM_FILE_UPLOAD_01.00.0001.iar.yaml,FTP_PPM_EPM_FILE_UPLOAD|01.00.0001,FTP_PPM_EPM_FILE_UPLOAD,FTP PPM EPM File Upload,01.00.0001,ftp_location(i0),Adapter_Invoke,,,,,ORCL-BRT-FTP_CONN,ftp_location,
